1,Text,787700.1086,2953709.96,220
1,Text,789012.738,2954900.361,9431
1,Text,788001.4709,2955668.658,2410
1,Text,790645.5616,2955248.317,9436
1,Text,787919.7662,2954791.598,9424
1,Text,787665.6414,2955909.467,9110
1,Text,787639.4389,2955837.748,9105
1,Text,788835.7272,2954157.517,9214
1,Text,788813.1772,2953982.606,9223
1,Text,787843.9588,2954774.339,9422
1,Text,786452.8872,2954662.636,206
1,Text,785726.4663,2955541.141,1010
1,Text,787700.5629,2954378.616,1360
1,Text,789368.4338,2954686.838,9430
1,Text,788603.8762,2953278.497,9215
1,Text,787665.6315,2958167.917,305
1,Text,789446.6501,2956098.863,9220
1,Text,789645.5828,2954892.676,9437
1,Text,789725.317,2954973.217,9435
1,Text,790541.8313,2955239.281,9438
1,Text,789668.7138,2956536.839,9222
1,Text,789527.0261,2956121.901,9216
1,Text,788120.7519,2957289.659,9122
1,Text,789242.3522,2954674.555,9432
1,Text,789046.2652,2954721.337,9219
1,Text,788165.4975,2957367.469,9124
1,Text,787968.4011,2956768.096,9116
1,Text,787899.1012,2956544.766,9114
1,Text,785165.054,2955948.811,8005
1,Text,787003.4045,2956624.204,2775
1,Text,785177.7868,2959885.859,7662
1,Text,785215.5649,2956796.541,3118
1,Text,786660.1979,2957824.874,7410
1,Text,785433.9577,2955776.381,8010
1,Text,784259.3241,2960424.69,7630
1,Text,784653.0515,2960102.066,7650
1,Text,783487.6632,2960947.004,7670
1,Text,783558.433,2961595.507,7680
1,Text,784774.7817,2959876.685,7661
1,Text,784953.7003,2960047.371,7660
1,Text,787202.3074,2956878.703,2770
1,Text,787040.766,2957034.58,2950
1,Text,786926.2628,2958016.332,7405
1,Text,787678.8117,2957491.762,7417
1,Text,787410.9732,2957554.207,2765
1,Text,787318.0491,2957806.266,2955
1,Text,785953.6908,2956373.314,3110
1,Text,784916.3702,2956040.785,3155
1,Text,785974.1447,2957476.632,7412
1,Text,787647.5016,2957412.945,7425
1,Text,786840.277,2957432.403,7420
1,Text,785374.0972,2955947.489,3210
1,Text,783550.0062,2961095.947,7655
1,Text,790426.3112,2957262.649,715
1,Text,789064.0476,2958614.675,1725
1,Text,794430.3631,2957353.867,425
1,Text,789527.9727,2959912.87,1355
1,Text,788781.8424,2959032.232,1345
1,Text,789022.5243,2958474.095,1335
1,Text,786804.2923,2960677.204,2815
1,Text,786405.2868,2961066.298,2810
1,Text,786355.9364,2961268.159,2812
1,Text,791154.1298,2956624.568,405
1,Text,790703.9804,2956754.722,325
1,Text,793121.2055,2957542.511,430
1,Text,786031.844,2961924.066,1207
1,Text,788492.5286,2960280.312,1413
1,Text,789521.0617,2957878.061,622
1,Text,783304.3403,2961351.304,7620
1,Text,787706.9031,2960212.54,1410
1,Text,786721.1402,2961201.821,2605
1,Text,792306.6359,2956451.903,9358
1,Text,790286.19,2962225.635,1375
1,Text,790122.5974,2961665.843,1365
1,Text,787927.1703,2959579.102,1405
1,Text,790426.3112,2957373.643,710
1,Text,792104.8899,2956497.589,9360
1,Text,785828.1427,2959489.138,7190
1,Text,786125.7527,2958711.479,7426
1,Text,785876.7905,2959587.742,7280
1,Text,786277.3076,2958764.65,7104
1,Text,786462.3285,2959030.48,7155
1,Text,786173.9991,2958769.744,7495
1,Text,784700.1348,2956667.651,3215
1,Text,784092.8536,2957509.177,3120
1,Text,784660.4518,2956290.581,8011
1,Text,785451.71,2958205.042,7407
1,Text,784046.581,2957677.375,3150
1,Text,784252.8166,2957981.025,7570
1,Text,786051.5776,2958553.184,7492
1,Text,784346.1517,2956764.101,3217
1,Text,786416.0515,2958863.275,7121
1,Text,785373.0317,2958614.008,7510
1,Text,784217.9307,2957133.508,3222
1,Text,784102.3939,2957344.726,3220
1,Text,786232.9945,2959236.728,7125
1,Text,786218.9883,2959351.929,7130
1,Text,786344.8275,2958806.393,7105
1,Text,784658.4713,2956573.768,3212
1,Text,785937.5455,2959637.483,2975
1,Text,785809.0858,2959399.858,7192
1,Text,786449.4968,2958942.703,7122
1,Text,786870.9261,2955101.819,7015
1,Text,788945.5571,2952208.085,8610
1,Text,786403.0275,2956907.536,7406
1,Text,785571.8776,2956592.23,3113
1,Text,786152.0211,2956859.092,7430
1,Text,786838.56,2956506.235,7455
1,Text,786491.5518,2956680.33,7435
1,Text,786167.8463,2955807.496,8003
1,Text,786898.2769,2956333.867,2778
1,Text,786334.1755,2956969.658,7450
1,Text,785975.163,2956709.023,7445
1,Text,786774.5875,2956604.016,7440
1,Text,786419.4211,2955717.099,3209
1,Text,785484.394,2955940.223,3211
1,Text,786468.4646,2956144.726,3108
1,Text,787567.9404,2958258.247,2760
1,Text,787487.4095,2957601.973,2766
1,Text,787290.3132,2957073.932,2771
1,Text,788146.5731,2952803.457,8202
1,Text,787007.9492,2955498.569,3207
1,Text,787460.0523,2958230.028,2960
1,Text,785382.4741,2955692.475,7315
1,Text,785024.9302,2955049.575,7310
1,Text,784902.5974,2955934.228,7305
2,Text,790615.6164,2952942.573,800
2,Text,790097.5264,2953469.469,0
2,Text,790190.9276,2953368.605,200
2,Text,790746.9528,2952809.753,1000
2,Text,790475.3672,2953089.815,600
2,Text,790325.6156,2953235.267,400
