1,Text,789131.1279,2963349.055,1426
1,Text,789015.1603,2963194.131,1442
1,Text,789549.8728,2962852.761,1445
1,Text,790002.0532,2962615.146,1444
1,Text,789415.907,2963635.812,1432
1,Text,789347.8694,2963531.913,1447
1,Text,792233.5249,2956895.992,414
1,Text,790031.2674,2957585.564,630
1,Text,789454.135,2958141.895,620
1,Text,789623.7386,2963645.179,1428
1,Text,790421.8765,2963753.954,1433
1,Text,791099.775,2963281.267,1438
1,Text,793121.2055,2957542.511,430
1,Text,793035.6261,2957355.042,415
1,Text,790692.0984,2962530.391,1448
1,Text,789151.5397,2961783.686,1423
1,Text,788846.2231,2962691.388,1424
1,Text,793645.8818,2957513.061,422
1,Text,789842.7774,2963762.347,1430
1,Text,789760.533,2963698.804,1431
1,Text,790108.4741,2962902.897,1802
1,Text,790802.9677,2962123.905,1450
1,Text,790343.4535,2961850.074,1805
1,Text,790804.9901,2963500.577,1435
1,Text,790220.4331,2961227.043,1808
1,Text,786417.8824,2961551.468,2806
1,Text,786219.5799,2961095.252,2737
1,Text,785137.6608,2962882.642,3310
1,Text,786552.9763,2961071.169,2813
1,Text,786268.5407,2961172.54,2735
1,Text,785522.5986,2962352.276,3305
1,Text,788863.607,2958129.803,615
1,Text,789967.0303,2956531.738,450
1,Text,788120.8636,2958745.601,2842
1,Text,786377.1133,2961472.127,2807
1,Text,788426.9776,2958322.629,614
1,Text,789161.9379,2958027.553,617
1,Text,788233.3125,2961059.714,1415
1,Text,788881.1707,2963064.251,1440
1,Text,786785.6481,2960841.966,2814
1,Text,788714.7921,2962542.887,1425
1,Text,788352.0848,2961278.849,1420
1,Text,788143.5727,2960776.56,1414
1,Text,786648.644,2961159.193,2608
1,Text,786525.8821,2960941.694,2612
1,Text,789656.9809,2960043.327,2505
1,Text,789757.4054,2959540.197,2515
1,Text,789731.6185,2959696.917,2508
1,Text,785993.3545,2961830.331,3302
1,Text,789502.3672,2963662.42,9172
1,Text,789510.8081,2962756.517,9175
1,Text,789661.2798,2963699.726,9174
1,Text,791731.6107,2962203.534,9244
1,Text,790098.8207,2962788.933,9165
1,Text,790060.2473,2962658.577,9176
1,Text,790858.5796,2959765.607,9535
1,Text,789854.9881,2957569.286,9228
1,Text,789908.2212,2957620.516,9226
1,Text,789898.9283,2962292.814,9166
1,Text,790695.5806,2959160.764,9236
1,Text,790587.5291,2959051.619,9238
1,Text,794573.109,2956371.996,9458
1,Text,794494.2119,2956291.325,9460
1,Text,793650.1096,2956076.467,9454
1,Text,789991.855,2960818.652,9526
1,Text,790083.0688,2959965.76,9527
1,Text,789495.3916,2961084.237,9522
1,Text,791983.3609,2955864.479,9446
1,Text,791912.9723,2955814.592,9448
1,Text,791776.6646,2962469.441,9242
1,Text,793867.0022,2956099.538,9452
1,Text,792948.2985,2955928.62,9448
1,Text,792650.4649,2955944.673,9446
1,Text,789798.2361,2961987.622,9164
1,Text,788273.1784,2959142.939,1709
1,Text,787246.527,2960245.147,1305
1,Text,786459.1522,2960928.386,2610
1,Text,787594.857,2960214.034,1409
1,Text,788224.5852,2959695.345,2825
1,Text,788071.1197,2959387.352,1705
1,Text,787415.6227,2960040.077,1406
1,Text,788271.2259,2961213.933,1419
1,Text,788157.1174,2960987.847,1417
1,Text,787206.747,2960202.724,1304
1,Text,787174.7166,2960660.398,2816
1,Text,787906.3733,2959509.753,1404
1,Text,789220.2154,2960545.261,9156
1,Text,789187.1844,2960496.89,9150
1,Text,789333.461,2960745.034,9160
1,Text,789589.6748,2961425.032,9154
1,Text,789079.644,2961540.322,9517
1,Text,789652.1395,2961577.171,9152
1,Text,787398.0989,2960528.513,2819
1,Text,787423.4315,2960406.616,2817
1,Text,787149.384,2960782.294,2818
1,Text,789310.7774,2960687.685,9158
1,Text,788342.9254,2961840.126,9510
1,Text,788221.1499,2959607.44,2826
1,Text,790929.2952,2959604.113,8540
1,Text,786059.1809,2962382.824,8302
1,Text,785950.7936,2959743.655,7285
1,Text,792038.091,2955164.041,335
1,Text,794829.4399,2956326.656,8466
1,Text,791801.8188,2962623.757,8248
1,Text,786995.7388,2960279.101,2725
1,Text,787161.5441,2960103.964,2715
1,Text,787321.3703,2959948.886,2710
1,Text,787558.2163,2959716.056,2705
1,Text,787820.4327,2959444.603,2750
1,Text,787728.0627,2959412.57,2945
1,Text,788610.3613,2958660.673,1715
1,Text,789285.3838,2958575.594,1730
1,Text,792784.1543,2955132.918,340
1,Text,789020.6078,2959843.953,9140
1,Text,786688.9561,2962098.379,9306
1,Text,786564.1058,2962062.049,9304
1,Text,791278.2911,2956670.41,410
1,Text,786058.6834,2962013.179,1205
1,Text,788189.3345,2958869.773,1710
1,Text,792629.195,2955138.543,337
1,Text,792060.9434,2956912.668,413
1,Text,790091.6316,2957612.944,625
1,Text,786811.6278,2960454.813,2730
1,Text,787744.6274,2958369.773,2758
1,Text,787764.1465,2958757.579,2755
1,Text,784155.1307,2962340.88,7615
1,Text,787604.4585,2958600.749,2965
1,Text,787770.5477,2959144.046,2967
1,Text,787910.6795,2959156.817,2753
1,Text,785942.459,2961153.034,7215
1,Text,783985.7694,2962272.526,7665
1,Text,784507.4294,2962105.241,7675
1,Text,784803.0777,2962270.585,7611
1,Text,784609.4954,2962152.276,7610
1,Text,784741.726,2962208.696,7625
1,Text,786113.0601,2960060.657,2990
1,Text,785350.1766,2962807.933,7705
1,Text,786167.1978,2960793.696,7228
1,Text,786600.3307,2960661.114,2729
1,Text,786053.2283,2959915.569,2985
1,Text,785984.6227,2959813.893,2980
1,Text,786372.4999,2960866.22,2730
1,Text,785705.7925,2960327.38,7281
1,Text,785955.5729,2960109.978,7225
1,Text,785083.8511,2962387.696,7605
1,Text,784867.8667,2962331.009,7220
1,Text,784972.8118,2962371.565,7607
1,Text,788080.2945,2958457.748,610
1,Text,791626.7434,2955550.679,331
1,Text,789679.2818,2957193.894,324
1,Text,787974.8628,2958905.521,1703
1,Text,788023.7037,2958417.273,609
1,Text,788009.6394,2958326.847,605
1,Text,789003.5764,2957344.892,317
1,Text,789058.7729,2957438.891,320
1,Text,788397.6509,2957793.443,313
1,Text,789174.9739,2957664.074,805
1,Text,789150.6744,2957931.076,804
1,Text,789863.6248,2957126.868,323
1,Text,788779.8141,2957516.319,314
1,Text,791626.7434,2955550.679,331
1,Text,791082.0481,2956085.736,329
1,Text,788153.4343,2958809.644,2840
1,Text,788856.6728,2957894.445,1325
1,Text,790189.278,2957277.292,8720
1,Text,788361.5439,2958013.088,9128
1,Text,788421.3172,2958128.304,9130
1,Text,789662.634,2956702.335,9218
1,Text,787910.0429,2958233.948,2855
1,Text,789774.4273,2957452.552,9217
1,Text,789741.55,2957359.613,9221
1,Text,789540.5728,2959455.099,9333
1,Text,791410.2914,2957738.223,9340
1,Text,791315.0724,2957551.346,9338
1,Text,790451.9295,2958656.217,9230
1,Text,793046.3717,2955707.496,9354
1,Text,791752.8949,2957266.093,9352
1,Text,791726.416,2957043.329,9350
1,Text,788999.7067,2959746.012,9142
1,Text,789561.5154,2959317.382,9332
1,Text,788963.9933,2959659.299,9330
1,Text,790391.3483,2958518.956,9232
1,Text,789443.587,2958447.814,9227
1,Text,789279.1423,2958375.622,9229
1,Text,788303.493,2959314.351,9133
1,Text,788005.5655,2960619.562,9322
1,Text,788116.5789,2960680.495,9324
1,Text,788748.1313,2959176.261,9138
1,Text,788373.6519,2959456.457,9136
1,Text,788292.7044,2959220.918,9131
1,Text,787297.7643,2961493.845,9312
1,Text,786924.4992,2961711.822,9308
1,Text,792966.4531,2955603.363,9356
1,Text,787660.489,2960974.2,9316
1,Text,787785.3393,2961010.53,9318
1,Text,787172.914,2961457.515,9310
1,Text,786852.7218,2960548.531,1306
1,Text,789363.9912,2955668.465,517
1,Text,789222.3372,2955668.568,515
1,Text,788969.9073,2957008.227,316
1,Text,787163.4908,2955982.746,2833
1,Text,787616.5001,2957327.544,2850
1,Text,789820.7351,2956023.336,520
1,Text,787780.7866,2957588.312,310
1,Text,788654.1022,2956893.181,1605
1,Text,788744.0254,2957024.175,315
1,Text,789099.2639,2956864.88,318
1,Text,787519.4293,2957747.942,304
1,Text,787716.4878,2957545.756,309
1,Text,785594.7944,2955543.637,1005
1,Text,786164.7796,2954685.864,1050
1,Text,788068.5484,2954252.748,1350
1,Text,787383.473,2954780.776,1340
1,Text,787619.0813,2954274.276,1330
1,Text,787066.3707,2954032.634,1310
1,Text,787090.282,2954142.643,210
1,Text,787039.4643,2955629.197,2835
1,Text,786263.2017,2954716.617,1025
1,Text,787872.9346,2954331.395,1370
1,Text,787971.3518,2953953.909,225
1,Text,787516.0684,2953836.087,215
1,Text,788555.1116,2956685.169,1606
1,Text,784230.8793,2957873.49,7575
1,Text,784279.3333,2957489.844,3130
1,Text,785484.5279,2960090.276,7229
1,Text,787908.3177,2958064.458,2845
1,Text,786047.5127,2955634.827,7005
1,Text,785336.3937,2958451.065,7580
1,Text,784069.0269,2957833.903,7540
1,Text,784438.5517,2958657.712,7530
1,Text,785053.612,2958768.378,7520
1,Text,786482.5969,2959121.243,2970
1,Text,784236.6855,2958326.846,7560
1,Text,784283.1665,2958123.328,7550
1,Text,787374.6234,2956553.915,2830
1,Text,787330.1939,2956430.535,3105
1,Text,788300.6834,2955492.26,2406
1,Text,787746.4283,2956290.171,502
1,Text,788539.6105,2955710.886,510
1,Text,787888.6266,2956360.669,503
1,Text,787801.2109,2954715.163,1380
1,Text,786514.726,2956075.34,3106
1,Text,788260.5161,2957748.482,311
1,Text,787917.3531,2955369.471,2405
1,Text,786924.5709,2955156.342,205
1,Text,787093.8911,2955705.626,2408
1,Text,787625.8767,2953167.546,9675
1,Text,787269.1008,2953430.467,9655
1,Text,786739.6764,2953811.643,9645
1,Text,787478.6874,2955538.131,2409
1,Text,784647.2215,2956157.813,9601
1,Text,788339.1371,2952698.418,9685
1,Text,788636.8911,2953363.973,9213
1,Text,788469.881,2954798.88,9432
1,Text,788395.4939,2954818.036,9430
1,Text,786229.3908,2954147.54,9625
1,Text,785669.816,2954509.662,9615
1,Text,785470.5211,2954682.411,9605
1,Text,785836.6469,2955567.466,7010
1,Text,791262.5932,2955427.013,9439
1,Text,788343.4988,2956520.862,1315
1,Text,787606.8666,2955504.217,2407
1,Text,787883.7679,2957956.757,2856
1,Text,789174.1869,2952074.866,9695
1,Text,788120.731,2955758.529,1390
1,Text,788337.0298,2956262.234,505
1,Text,787508.9706,2955333.866,1385
